Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00     365/729         QKeyEvent::key() const [94]
                0.00    0.00     210/75461       GameObject::IsAlive() const [49]
                0.00    0.00     208/208         GameObject::IsCharged() const [126]
                0.00    0.00     154/180         Wasp::Wasp(Foe*) [130]
                0.00    0.00     154/180         std::vector<Wasp*, std::allocator<Wasp*> >::push_back(Wasp* const&) [134]
                0.00    0.00      44/44          std::vector<Bubble*, std::allocator<Bubble*> >::push_back(Bubble*&&) [157]
-----------------------------------------------
                0.00    0.00      44/989991      Player::Shoot() [20]
                0.00    0.00    1182/989991      Bubbleaf::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [19]
                0.00    0.00    4728/989991      Player::ApplyMovement(QPixmap const&) [7]
                0.00    0.00    8245/989991      Bubble::ApplyMovement(long, std::vector<double, std::allocator<double> > const&) [17]
                0.00    0.00   16562/989991      Bubbleaf::Draw(QPainter*) [18]
                0.00    0.00   61309/989991      Bubble::Draw(QPainter*, int, std::vector<double, std::allocator<double> > const&) [16]
                0.00    0.00   69041/989991      Wasp::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [6]
                0.00    0.00  328320/989991      GameObject::Distance(GameObject const*) const [15]
                0.00    0.00  500560/989991      Foe::Draw(QPainter*) const [4]
[29]     0.0    0.00    0.00  989991         GameObject::GetX() const [29]
-----------------------------------------------
                0.00    0.00   69041/500486      Wasp::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [6]
                0.00    0.00   69041/500486      Foe::Escape() [60]
                0.00    0.00   69048/500486      GameWidget::OnTimer() [1]
                0.00    0.00  293356/500486      Foe::Draw(QPainter*) const [4]
[30]     0.0    0.00    0.00  500486         Foe::IsCaught() const [30]
-----------------------------------------------
                0.00    0.00   69068/484664      GameWidget::paintEvent(QPaintEvent*) [3]
                0.00    0.00  415596/484664      GameWidget::OnTimer() [1]
[31]     0.0    0.00    0.00  484664         std::vector<Wasp*, std::allocator<Wasp*> >::operator[](unsigned int) [31]
-----------------------------------------------
                0.00    0.00    2364/437902      Bubbleaf::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [19]
                0.00    0.00    9381/437902      Player::ApplyMovement(QPixmap const&) [7]
                0.00    0.00   16484/437902      Bubble::Draw(QPainter*, int, std::vector<double, std::allocator<double> > const&) [16]
                0.00    0.00   16490/437902      Bubble::ApplyMovement(long, std::vector<double, std::allocator<double> > const&) [17]
                0.00    0.00   47978/437902      GameWidget::OnTimer() [1]
                0.00    0.00   69041/437902      Foe::Escape() [60]
                0.00    0.00  276164/437902      Wasp::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [6]
[32]     0.0    0.00    0.00  437902         GameObject::GetXSpeed() const [32]
-----------------------------------------------
                0.00    0.00  328320/328320      GameObject::Distance(GameObject const*) const [15]
[33]     0.0    0.00    0.00  328320         GameObject::GetHitdX() const [33]
-----------------------------------------------
                0.00    0.00  328320/328320      GameObject::Distance(GameObject const*) const [15]
[34]     0.0    0.00    0.00  328320         GameObject::GetHitdY() const [34]
-----------------------------------------------
                0.00    0.00  276164/276164      Wasp::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [6]
[35]     0.0    0.00    0.00  276164         Foe::IsAngry() const [35]
-----------------------------------------------
                0.00    0.00       2/238969      void std::vector<Player*, std::allocator<Player*> >::_M_emplace_back_aux<Player*>(Player*&&) [281]
                0.00    0.00       3/238969      GameWidget::GameWidget() [294]
                0.00    0.00       8/238969      std::vector<Player*, std::allocator<Player*> >::_M_check_len(unsigned int, char const*) const [274]
                0.00    0.00    3552/238969      GameWidget::paintEvent(QPaintEvent*) [3]
                0.00    0.00  235404/238969      GameWidget::OnTimer() [1]
[36]     0.0    0.00    0.00  238969         std::vector<Player*, std::allocator<Player*> >::size() const [36]
-----------------------------------------------
                0.00    0.00       9/197262      void std::vector<Wasp*, std::allocator<Wasp*> >::_M_emplace_back_aux<Wasp* const&>(Wasp* const&) [226]
                0.00    0.00      36/197262      std::vector<Wasp*, std::allocator<Wasp*> >::_M_check_len(unsigned int, char const*) const [222]
                0.00    0.00   70252/197262      GameWidget::paintEvent(QPaintEvent*) [3]
                0.00    0.00  126965/197262      GameWidget::OnTimer() [1]
[37]     0.0    0.00    0.00  197262         std::vector<Wasp*, std::allocator<Wasp*> >::size() const [37]
-----------------------------------------------
                0.00    0.00       4/173064      GameWidget::GameWidget() [294]
                0.00    0.00     462/173064      GameWidget::keyPressEvent(QKeyEvent*) [21]
                0.00    0.00    2368/173064      GameWidget::paintEvent(QPaintEvent*) [3]
                0.00    0.00  170230/173064      GameWidget::OnTimer() [1]
[38]     0.0    0.00    0.00  173064         std::vector<Player*, std::allocator<Player*> >::operator[](unsigned int) [38]
-----------------------------------------------
                0.00    0.00    1182/163996      Bubbleaf::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [19]
                0.00    0.00    8242/163996      Bubble::Draw(QPainter*, int, std::vector<double, std::allocator<double> > const&) [16]
                0.00    0.00    8245/163996      Bubble::Age() [66]
                0.00    0.00    8245/163996      Bubble::ApplyMovement(long, std::vector<double, std::allocator<double> > const&) [17]
                0.00    0.00  138082/163996      Wasp::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [6]
[39]     0.0    0.00    0.00  163996         GameObject::Randomize() const [39]
-----------------------------------------------
                0.00    0.00    1182/163993      Bubbleaf::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [19]
                0.00    0.00    8245/163993      Bubble::ApplyMovement(long, std::vector<double, std::allocator<double> > const&) [17]
                0.00    0.00   16484/163993      Bubble::Draw(QPainter*, int, std::vector<double, std::allocator<double> > const&) [16]
                0.00    0.00  138082/163993      Wasp::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [6]
[40]     0.0    0.00    0.00  163993         std::vector<double, std::allocator<double> >::operator[](unsigned int) const [40]
-----------------------------------------------
                0.00    0.00       1/151113      GameWidget::GameWidget() [294]
                0.00    0.00    2366/151113      Bubbleaf::Draw(QPainter*) [18]
                0.00    0.00    2368/151113      GameObject::Draw(QPainter*) [69]
                0.00    0.00    8242/151113      Bubble::Draw(QPainter*, int, std::vector<double, std::allocator<double> > const&) [16]
                0.00    0.00  138136/151113      Foe::Draw(QPainter*) const [4]
[41]     0.0    0.00    0.00  151113         QFlags<Qt::ImageConversionFlag>::QFlags(Qt::ImageConversionFlag) [41]
-----------------------------------------------
                0.00    0.00  103927/103927      QPainter::drawPixmap(int, int, int, int, QPixmap const&) [44]
[42]     0.0    0.00    0.00  103927         QRectF::QRectF(double, double, double, double) [42]
-----------------------------------------------
                0.00    0.00  103927/103927      QPainter::drawPixmap(int, int, int, int, QPixmap const&) [44]
[43]     0.0    0.00    0.00  103927         QRectF::QRectF() [43]
-----------------------------------------------
                0.00    0.00    1184/103927      GameWidget::paintEvent(QPaintEvent*) [3]
                0.00    0.00    2366/103927      Bubbleaf::Draw(QPainter*) [18]
                0.00    0.00    2368/103927      GameObject::Draw(QPainter*) [69]
                0.00    0.00   11857/103927      Bubble::Draw(QPainter*, int, std::vector<double, std::allocator<double> > const&) [16]
                0.00    0.00   86152/103927      Foe::Draw(QPainter*) const [4]
[44]     0.0    0.00    0.00  103927         QPainter::drawPixmap(int, int, int, int, QPixmap const&) [44]
                0.00    0.00  103927/103927      QRectF::QRectF() [43]
                0.00    0.00  103927/103927      QRectF::QRectF(double, double, double, double) [42]
-----------------------------------------------
                0.00    0.00    1182/91321       Bubbleaf::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [19]
                0.00    0.00    2364/91321       Player::ApplyMovement(QPixmap const&) [7]
                0.00    0.00   18734/91321       Bubble::ApplyMovement(long, std::vector<double, std::allocator<double> > const&) [17]
                0.00    0.00   69041/91321       Wasp::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [6]
[45]     0.0    0.00    0.00   91321         GameObject::GetYSpeed() const [45]
-----------------------------------------------
                0.00    0.00       4/81060       GameWidget::GameWidget() [294]
                0.00    0.00      44/81060       Player::Shoot() [20]
                0.00    0.00     180/81060       Foe::Foe(GameObject*) [129]
                0.00    0.00    1182/81060       Bubbleaf::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [19]
                0.00    0.00    2364/81060       Player::ApplyMovement(QPixmap const&) [7]
                0.00    0.00    8245/81060       Bubble::ApplyMovement(long, std::vector<double, std::allocator<double> > const&) [17]
                0.00    0.00   69041/81060       Wasp::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [6]
[46]     0.0    0.00    0.00   81060         GameObject::SetX(double) [46]
-----------------------------------------------
                0.00    0.00       4/81060       GameWidget::GameWidget() [294]
                0.00    0.00      44/81060       Player::Shoot() [20]
                0.00    0.00     180/81060       Foe::Foe(GameObject*) [129]
                0.00    0.00    1182/81060       Bubbleaf::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [19]
                0.00    0.00    2364/81060       Player::ApplyMovement(QPixmap const&) [7]
                0.00    0.00    8245/81060       Bubble::ApplyMovement(long, std::vector<double, std::allocator<double> > const&) [17]
                0.00    0.00   69041/81060       Wasp::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [6]
[47]     0.0    0.00    0.00   81060         GameObject::SetY(double) [47]
-----------------------------------------------
                0.00    0.00      44/77354       Player::Shoot() [20]
                0.00    0.00    8242/77354       Bubble::Draw(QPainter*, int, std::vector<double, std::allocator<double> > const&) [16]
                0.00    0.00   69068/77354       Foe::Draw(QPainter*) const [4]
[48]     0.0    0.00    0.00   77354         GameObject::IsFacingRight() const [48]
-----------------------------------------------
                0.00    0.00     210/75461       GameWidget::keyPressEvent(QKeyEvent*) [21]
                0.00    0.00    2364/75461       Player::ApplyKeys() [73]
                0.00    0.00    3819/75461       GameWidget::OnTimer() [1]
                0.00    0.00   69068/75461       Foe::Draw(QPainter*) const [4]
[49]     0.0    0.00    0.00   75461         GameObject::IsAlive() const [49]
-----------------------------------------------
                0.00    0.00       7/72518       GameWidget::OnTimer() [1]
                0.00    0.00      44/72518       Player::Shoot() [20]
                0.00    0.00    1182/72518       Bubbleaf::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [19]
                0.00    0.00    2244/72518       Bubble::ApplyMovement(long, std::vector<double, std::allocator<double> > const&) [17]
                0.00    0.00   69041/72518       Wasp::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [6]
[50]     0.0    0.00    0.00   72518         GameObject::SetYSpeed(double) [50]
-----------------------------------------------
                0.00    0.00    2364/71405       Player::ApplyMovement(QPixmap const&) [7]
                0.00    0.00   69041/71405       Wasp::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [6]
[51]     0.0    0.00    0.00   71405         GameObject::IsOnGround() const [51]
-----------------------------------------------
                0.00    0.00   69477/69477       QBasicAtomicInteger<int>::deref() [53]
[52]     0.0    0.00    0.00   69477         bool QBasicAtomicOps<4>::deref<int>(int&) [52]
-----------------------------------------------
                0.00    0.00   69477/69477       QtPrivate::RefCount::deref() [56]
[53]     0.0    0.00    0.00   69477         QBasicAtomicInteger<int>::deref() [53]
                0.00    0.00   69477/69477       bool QBasicAtomicOps<4>::deref<int>(int&) [52]
-----------------------------------------------
                0.00    0.00       2/69477       GameWidget::GameWidget() [294]
                0.00    0.00     180/69477       Wasp::Wasp(Foe*) [130]
                0.00    0.00     227/69477       GameObject::GameObject(QObject*, char const*) [118]
                0.00    0.00   69068/69477       Foe::Draw(QPainter*) const [4]
[54]     0.0    0.00    0.00   69477         QString::QString(char const*) [54]
-----------------------------------------------
                0.00    0.00       2/69477       GameWidget::GameWidget() [294]
                0.00    0.00     180/69477       Wasp::Wasp(Foe*) [130]
                0.00    0.00     227/69477       GameObject::GameObject(QObject*, char const*) [118]
                0.00    0.00   69068/69477       Foe::Draw(QPainter*) const [4]
[55]     0.0    0.00    0.00   69477         QString::~QString() [55]
                0.00    0.00   69477/69477       QtPrivate::RefCount::deref() [56]
                0.00    0.00   69476/69476       QTypedArrayData<unsigned short>::deallocate(QArrayData*) [58]
-----------------------------------------------
                0.00    0.00   69477/69477       QString::~QString() [55]
[56]     0.0    0.00    0.00   69477         QtPrivate::RefCount::deref() [56]
                0.00    0.00   69477/69477       QBasicAtomicInteger<int>::load() const [57]
                0.00    0.00   69477/69477       QBasicAtomicInteger<int>::deref() [53]
-----------------------------------------------
                0.00    0.00   69477/69477       QtPrivate::RefCount::deref() [56]
[57]     0.0    0.00    0.00   69477         QBasicAtomicInteger<int>::load() const [57]
-----------------------------------------------
                0.00    0.00   69476/69476       QString::~QString() [55]
[58]     0.0    0.00    0.00   69476         QTypedArrayData<unsigned short>::deallocate(QArrayData*) [58]
-----------------------------------------------
                0.00    0.00   69041/69041       Wasp::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [6]
[59]     0.0    0.00    0.00   69041         GameObject::SetRotation(double) [59]
-----------------------------------------------
                0.00    0.00   69041/69041       GameWidget::OnTimer() [1]
[60]     0.0    0.00    0.00   69041         Foe::Escape() [60]
                0.00    0.00   69041/437902      GameObject::GetXSpeed() const [32]
                0.00    0.00   69041/500486      Foe::IsCaught() const [30]
-----------------------------------------------
                0.00    0.00   69041/69041       Wasp::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [6]
[61]     0.0    0.00    0.00   69041         GameObject::GetRotSpeed() const [61]
-----------------------------------------------
                0.00    0.00   35477/35477       Wasp::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [6]
[62]     0.0    0.00    0.00   35477         GameObject::FaceRight() [62]
-----------------------------------------------
                0.00    0.00   33423/33423       Wasp::ApplyMovement(int, std::vector<double, std::allocator<double> > const&) [6]
[63]     0.0    0.00    0.00   33423         GameObject::FaceLeft() [63]
-----------------------------------------------
                0.00    0.00       6/18971       void std::vector<Bubble*, std::allocator<Bubble*> >::_M_emplace_back_aux<Bubble*>(Bubble*&&) [246]
                0.00    0.00      24/18971       std::vector<Bubble*, std::allocator<Bubble*> >::_M_check_len(unsigned int, char const*) const [241]
                0.00    0.00    9426/18971       GameWidget::paintEvent(QPaintEvent*) [3]
                0.00    0.00    9515/18971       GameWidget::OnTimer() [1]
[64]     0.0    0.00    0.00   18971         std::vector<Bubble*, std::allocator<Bubble*> >::size() const [64]
-----------------------------------------------
                0.00    0.00   14126/14126       GameObject::Fall(QPixmap const&, double) [71]
[65]     0.0    0.00    0.00   14126         qRed(unsigned int) [65]
-----------------------------------------------
                0.00    0.00    8245/8245        GameWidget::OnTimer() [1]
[66]     0.0    0.00    0.00    8245         Bubble::Age() [66]
                0.00    0.00    8245/163996      GameObject::Randomize() const [39]
-----------------------------------------------
                0.00    0.00       1/8243        Bubbleaf::Bubbleaf(GameObject*) [300]
                0.00    0.00    8242/8243        Bubble::Draw(QPainter*, int, std::vector<double, std::allocator<double> > const&) [16]
[67]     0.0    0.00    0.00    8243         GameObject::SetHitdX(double) [67]
-----------------------------------------------
                0.00    0.00       1/8243        Bubbleaf::Bubbleaf(GameObject*) [300]
                0.00    0.00    8242/8243        Bubble::Draw(QPainter*, int, std::vector<double, std::allocator<double> > const&) [16]
[68]     0.0    0.00    0.00    8243         GameObject::SetHitdY(double) [68]
-----------------------------------------------
                0.00    0.00    2368/2368        GameWidget::paintEvent(QPaintEvent*) [3]
[69]     0.0    0.00    0.00    2368         GameObject::Draw(QPainter*) [69]
                0.00    0.00    2368/151113      QFlags<Qt::ImageConversionFlag>::QFlags(Qt::ImageConversionFlag) [41]
                0.00    0.00    2368/2368        std::vector<QImage, std::allocator<QImage> >::operator[](unsigned int) [70]
                0.00    0.00    2368/103927      QPainter::drawPixmap(int, int, int, int, QPixmap const&) [44]
-----------------------------------------------
                0.00    0.00    2368/2368        GameObject::Draw(QPainter*) [69]
[70]     0.0    0.00    0.00    2368         std::vector<QImage, std::allocator<QImage> >::operator[](unsigned int) [70]
-----------------------------------------------
                0.00    0.00    2364/2364        GameWidget::OnTimer() [1]
[71]     0.0    0.00    0.00    2364         GameObject::Fall(QPixmap const&, double) [71]
                0.00    0.00   14126/14126       qRed(unsigned int) [65]
-----------------------------------------------
                0.00    0.00    2364/2364        GameWidget::OnTimer() [1]
[72]     0.0    0.00    0.00    2364         GameObject::Charge() [72]
-----------------------------------------------
                0.00    0.00    2364/2364        GameWidget::OnTimer() [1]
[73]     0.0    0.00    0.00    2364         Player::ApplyKeys() [73]
                0.00    0.00    2364/75461       GameObject::IsAlive() const [49]
                0.00    0.00    1318/1318        Player::GetUp() const [80]
                0.00    0.00    1318/1362        Player::GetLeft() const [77]
                0.00    0.00    1318/1362        Player::GetRight() const [78]
-----------------------------------------------
                0.00    0.00     407/2035        void std::vector<QImage, std::allocator<QImage> >::_M_emplace_back_aux<QImage const&>(QImage const&) [112]
                0.00    0.00    1628/2035        std::vector<QImage, std::allocator<QImage> >::_M_check_len(unsigned int, char const*) const [107]
[74]     0.0    0.00    0.00    2035         std::vector<QImage, std::allocator<QImage> >::size() const [74]
-----------------------------------------------
                0.00    0.00     407/1628        _ZNSt16allocator_traitsISaI6QImageEE9constructIS0_IRKS0_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS1_PT_DpOS6_ [110]
                0.00    0.00     407/1628        void std::vector<QImage, std::allocator<QImage> >::_M_emplace_back_aux<QImage const&>(QImage const&) [112]
                0.00    0.00     407/1628        _ZNSt16allocator_traitsISaI6QImageEE12_S_constructIS0_IRKS0_EEENSt9enable_ifIXsrNS2_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS1_PS8_DpOS9_ [109]
                0.00    0.00     407/1628        void __gnu_cxx::new_allocator<QImage>::construct<QImage, QImage const&>(QImage*, QImage const&) [106]
[75]     0.0    0.00    0.00    1628         QImage const& std::forward<QImage const&>(std::remove_reference<QImage const&>::type&) [75]
-----------------------------------------------
                0.00    0.00      10/1546        void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double const&>(double const&) [210]
                0.00    0.00     512/1546        decltype (_S_construct({parm#1}, {parm#2}, (forward<double const&>)({parm#3}))) std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [98]
                0.00    0.00     512/1546        std::enable_if<std::allocator_traits<std::allocator<double> >::__construct_helper<double, double const&>::value, void>::type std::allocator_traits<std::allocator<double> >::_S_construct<double, double const&>(std::allocator<double>&, double*, double const&) [97]
                0.00    0.00     512/1546        void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [96]
[76]     0.0    0.00    0.00    1546         double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [76]
-----------------------------------------------
                0.00    0.00      44/1362        Player::Shoot() [20]
                0.00    0.00    1318/1362        Player::ApplyKeys() [73]
[77]     0.0    0.00    0.00    1362         Player::GetLeft() const [77]
-----------------------------------------------
                0.00    0.00      44/1362        Player::Shoot() [20]
                0.00    0.00    1318/1362        Player::ApplyKeys() [73]
[78]     0.0    0.00    0.00    1362         Player::GetRight() const [78]
-----------------------------------------------
                0.00    0.00       2/1325        _ZN9__gnu_cxx13new_allocatorIP6PlayerE9constructIS2_IS2_EEEvPT_DpOT0_ [273]
                0.00    0.00      44/1325        void __gnu_cxx::new_allocator<Bubble*>::construct<Bubble*, Bubble*>(Bubble**, Bubble*&&) [150]
                0.00    0.00     180/1325        void __gnu_cxx::new_allocator<Wasp*>::construct<Wasp*, Wasp* const&>(Wasp**, Wasp* const&) [131]
                0.00    0.00     180/1325        _ZSt10_ConstructI6QImageIRS0_EEvPT_DpOT0_ [135]
                0.00    0.00     407/1325        void __gnu_cxx::new_allocator<QImage>::construct<QImage, QImage const&>(QImage*, QImage const&) [106]
                0.00    0.00     512/1325        void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [96]
[79]     0.0    0.00    0.00    1325         operator new(unsigned int, void*) [79]
-----------------------------------------------
                0.00    0.00    1318/1318        Player::ApplyKeys() [73]
[80]     0.0    0.00    0.00    1318         Player::GetUp() const [80]
-----------------------------------------------
                0.00    0.00     407/1221        __gnu_cxx::new_allocator<QImage>::allocate(unsigned int, void const*) [105]
                0.00    0.00     814/1221        std::enable_if<std::allocator_traits<std::allocator<QImage> >::__maxsize_helper<std::allocator<QImage> const>::value, unsigned int>::type std::allocator_traits<std::allocator<QImage> >::_S_max_size<std::allocator<QImage> const>(std::allocator<QImage> const&) [91]
[81]     0.0    0.00    0.00    1221         __gnu_cxx::new_allocator<QImage>::max_size() const [81]
-----------------------------------------------
                0.00    0.00    1201/1201        QScopedPointer<QObjectData, QScopedPointerDeleter<QObjectData> >::operator->() const [83]
[82]     0.0    0.00    0.00    1201         qt_noop() [82]
-----------------------------------------------
                0.00    0.00    1201/1201        GameWidget::metaObject() const [388]
[83]     0.0    0.00    0.00    1201         QScopedPointer<QObjectData, QScopedPointerDeleter<QObjectData> >::operator->() const [83]
                0.00    0.00    1201/1201        qt_noop() [82]
-----------------------------------------------
                0.00    0.00    1184/1184        QWidget::width() const [86]
[84]     0.0    0.00    0.00    1184         QRect::width() const [84]
-----------------------------------------------
                0.00    0.00    1184/1184        QWidget::height() const [87]
[85]     0.0    0.00    0.00    1184         QRect::height() const [85]
-----------------------------------------------
                0.00    0.00    1184/1184        GameWidget::paintEvent(QPaintEvent*) [3]
[86]     0.0    0.00    0.00    1184         QWidget::width() const [86]
                0.00    0.00    1184/1184        QRect::width() const [84]
-----------------------------------------------
                0.00    0.00    1184/1184        GameWidget::paintEvent(QPaintEvent*) [3]
[87]     0.0    0.00    0.00    1184         QWidget::height() const [87]
                0.00    0.00    1184/1184        QRect::height() const [85]
-----------------------------------------------
                0.00    0.00      47/861         std::vector<QImage, std::allocator<QImage> >::~vector() [144]
                0.00    0.00     814/861         void std::vector<QImage, std::allocator<QImage> >::_M_emplace_back_aux<QImage const&>(QImage const&) [112]
[88]     0.0    0.00    0.00     861         std::_Vector_base<QImage, std::allocator<QImage> >::_M_get_Tp_allocator() [88]
-----------------------------------------------
                0.00    0.00     814/814         std::vector<QImage, std::allocator<QImage> >::max_size() const [90]
[89]     0.0    0.00    0.00     814         std::_Vector_base<QImage, std::allocator<QImage> >::_M_get_Tp_allocator() const [89]
-----------------------------------------------
                0.00    0.00     814/814         std::vector<QImage, std::allocator<QImage> >::_M_check_len(unsigned int, char const*) const [107]
[90]     0.0    0.00    0.00     814         std::vector<QImage, std::allocator<QImage> >::max_size() const [90]
                0.00    0.00     814/814         std::_Vector_base<QImage, std::allocator<QImage> >::_M_get_Tp_allocator() const [89]
                0.00    0.00     814/814         std::allocator_traits<std::allocator<QImage> >::max_size(std::allocator<QImage> const&) [92]
-----------------------------------------------
                0.00    0.00     814/814         std::allocator_traits<std::allocator<QImage> >::max_size(std::allocator<QImage> const&) [92]
[91]     0.0    0.00    0.00     814         std::enable_if<std::allocator_traits<std::allocator<QImage> >::__maxsize_helper<std::allocator<QImage> const>::value, unsigned int>::type std::allocator_traits<std::allocator<QImage> >::_S_max_size<std::allocator<QImage> const>(std::allocator<QImage> const&) [91]
                0.00    0.00     814/1221        __gnu_cxx::new_allocator<QImage>::max_size() const [81]
-----------------------------------------------
                0.00    0.00     814/814         std::vector<QImage, std::allocator<QImage> >::max_size() const [90]
[92]     0.0    0.00    0.00     814         std::allocator_traits<std::allocator<QImage> >::max_size(std::allocator<QImage> const&) [92]
                0.00    0.00     814/814         std::enable_if<std::allocator_traits<std::allocator<QImage> >::__maxsize_helper<std::allocator<QImage> const>::value, unsigned int>::type std::allocator_traits<std::allocator<QImage> >::_S_max_size<std::allocator<QImage> const>(std::allocator<QImage> const&) [91]
-----------------------------------------------
                0.00    0.00     814/814         QImage* std::__uninitialized_move_if_noexcept_a<QImage*, QImage*, std::allocator<QImage> >(QImage*, QImage*, QImage*, std::allocator<QImage>&) [117]
[93]     0.0    0.00    0.00     814         QImage* std::__make_move_if_noexcept_iterator<QImage*, QImage*>(QImage*) [93]
-----------------------------------------------
                0.00    0.00     364/729         GameWidget::keyReleaseEvent(QKeyEvent*) [351]
                0.00    0.00     365/729         GameWidget::keyPressEvent(QKeyEvent*) [21]
[94]     0.0    0.00    0.00     729         QKeyEvent::key() const [94]
-----------------------------------------------
                0.00    0.00       9/549         void std::vector<Wasp*, std::allocator<Wasp*> >::_M_emplace_back_aux<Wasp* const&>(Wasp* const&) [226]
                0.00    0.00     180/549         decltype (_S_construct({parm#1}, {parm#2}, (forward<Wasp* const&>)({parm#3}))) std::allocator_traits<std::allocator<Wasp*> >::construct<Wasp*, Wasp* const&>(std::allocator<Wasp*>&, Wasp**, Wasp* const&) [133]
                0.00    0.00     180/549         _ZNSt16allocator_traitsISaIP4WaspEE12_S_constructIS1_IRKS1_EEENSt9enable_ifIXsrNS3_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS2_PS9_DpOSA_ [132]
                0.00    0.00     180/549         void __gnu_cxx::new_allocator<Wasp*>::construct<Wasp*, Wasp* const&>(Wasp**, Wasp* const&) [131]
[95]     0.0    0.00    0.00     549         Wasp* const& std::forward<Wasp* const&>(std::remove_reference<Wasp* const&>::type&) [95]
-----------------------------------------------
                0.00    0.00     512/512         std::enable_if<std::allocator_traits<std::allocator<double> >::__construct_helper<double, double const&>::value, void>::type std::allocator_traits<std::allocator<double> >::_S_construct<double, double const&>(std::allocator<double>&, double*, double const&) [97]
[96]     0.0    0.00    0.00     512         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [96]
                0.00    0.00     512/1546        double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [76]
                0.00    0.00     512/1325        operator new(unsigned int, void*) [79]
-----------------------------------------------
                0.00    0.00     512/512         decltype (_S_construct({parm#1}, {parm#2}, (forward<double const&>)({parm#3}))) std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [98]
[97]     0.0    0.00    0.00     512         std::enable_if<std::allocator_traits<std::allocator<double> >::__construct_helper<double, double const&>::value, void>::type std::allocator_traits<std::allocator<double> >::_S_construct<double, double const&>(std::allocator<double>&, double*, double const&) [97]
                0.00    0.00     512/1546        double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [76]
                0.00    0.00     512/512         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [96]
-----------------------------------------------
                0.00    0.00      10/512         void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double const&>(double const&) [210]
                0.00    0.00     502/512         std::vector<double, std::allocator<double> >::push_back(double const&) [99]
[98]     0.0    0.00    0.00     512         decltype (_S_construct({parm#1}, {parm#2}, (forward<double const&>)({parm#3}))) std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [98]
                0.00    0.00     512/1546        double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [76]
                0.00    0.00     512/512         std::enable_if<std::allocator_traits<std::allocator<double> >::__construct_helper<double, double const&>::value, void>::type std::allocator_traits<std::allocator<double> >::_S_construct<double, double const&>(std::allocator<double>&, double*, double const&) [97]
-----------------------------------------------
                0.00    0.00     512/512         GameWidget::GameWidget() [294]
[99]     0.0    0.00    0.00     512         std::vector<double, std::allocator<double> >::push_back(double const&) [99]
                0.00    0.00     502/512         decltype (_S_construct({parm#1}, {parm#2}, (forward<double const&>)({parm#3}))) std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [98]
                0.00    0.00      10/10          void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double const&>(double const&) [210]
-----------------------------------------------
                0.00    0.00     454/454         void std::_Destroy<QImage*>(QImage*, QImage*) [102]
[100]    0.0    0.00    0.00     454         void std::_Destroy_aux<false>::__destroy<QImage*>(QImage*, QImage*) [100]
                0.00    0.00     227/407         QImage* std::__addressof<QImage>(QImage&) [114]
